리뷰,평점,긍정부정,리뷰길이
거품도 잘 안 나고 엇보다 일주일 정도 사용했더니 정수리 쪽이 떡져요 감고 말리자마자 떡져서 안 말라 요전 너무 별로였어요,1,n,70
우선 향이 많이 이상하고 일 싸봤는데 머리감을 때부터 너무 아프고 더 두피가 뒤집어졌어요,1,n,51
아쉬워 요한통 다 쓰고 다시 구매했는데 두피가 예민하게 받아들여서 이제 이거 쓰고 다른 걸 알아봐야 하나 싶네요,1,n,63
거품도 풍부하고 기름기도 쫙 빼줘서 좋고 염증도 어느 정도 가라앉은 거 같아요 사용한 지 주좀 됐는데 더 써봐야 알 거 같아요,1,y,69
동생이 써보고 좋다며 추천해줬는데 전두피가 너무 가려워서 하루 종일 긁었습니다 저랑은 안 맞는 것 같아 동생 다 줬습니다,1,n,64
요샴푸 저랑은 안 맞는 거 같아요 이샴푸쓰고 비듬이 엄청 생겼네요,1,n,40
머리를 감고 나면 너무 머리가 뻑뻑해져 요뻑뻑하다 보니 엉킨 머리를 풀다가 머리카락이 더 빠져요,1,n,58
오후 되면 머리가 쉽게 기름지고 움직임이 많았던 날에는 정수리에서 나는 기름 냄새가 느껴질 정도에 요평소에는 안 맡아 짐 가려움이 덜 한 걸 보면 순하긴 한 것 같은데,1,n,91
시어버터 성분 때문일까 요저랑 남편이 머리를 감고 계속 가려워서 긁기 바빴네요 지성인 분들은 쓰시면 안 될 듯 오,1,n,62
지성 두피에 좋다 하는 샴푸는 사서 써보았는데 이것도 효과는 저에겐 없엇어요,1,n,44
일주일 사용했는데 비듬도 더 많아지고 가려움증도 더 심해진 듯 하네요,1,n,40
이거 쓰고 머리에 역대급으로 여드름이 많이 낫네여저랑 안 맞는 거 같아요,1,n,38
박스 안에서 샴푸 터져서 왔네요 당장 쓸 샴푸가 필요해서 그냥 구매합니다 앞으로 주의해주세요,1,n,52
택배 배송점,1,n,10
전에 다른 제품 사용할 땐 괜찮았는데 이 제품 쓰면서 머리가 간지럽고 두피 상태가 매우 안 좋아짐,1,n,46
그냥 저냥 가격만큼만 하네요,1,n,14
매누아 쉽네요싸다고 좋은 게 아닌 듯,1,n,19
통시켰는데 한 통이 새서왔어요,1,n,22
펌프 기능 및 마게 불량 상품 도착 시 샴푸액 유출되었어요,1,n,28
배송이 너무너무 느림,1,n,16
이 제품 사용하고 두피에 뾰루지 올라와 서 비싸더라도 좋은 제품 쓰기로 했어요,1,n,43
물건 구성도 주문 내용과 다름 제품은 창고에 처박아 놓아 둔 물건을 보낸 듯 함 꼭지는 부러짐 부러진 자투리가 없는 것을 보니 담을 때도 부러진 것이 아닌지 의심됨상자는 더덕 더덕 스티커를 세 번 이상 뜯고 붙인 상자 이런 제품 처음 받아 봄,1,n,138
작년 월에 구매하여 터진 것이 왔는데 이번 달이 되서야 교환 완료됐네요 진짜 무슨 교환관리를 이 딴식으로 하는지 관리 좀 하세요,1,n,68
비추입니다 머리결이 얇아지는 듯,1,n,17
배송이 아쉬워 요한 개가 열려 있어서 뚜껑 주위에 묻어서 엉망이었어요 앞으로 더 신경 써주세요,1,n,48
가격을 떠나서 포장 이렇게 해도 되나요 터질 거 생각해서 다 바라지도 않고 윗부분 정도는 뽁뽁이 감싸줘야 안 터지죠 큰 박스에 넣으면 어쩌라는 건지,1,n,68
일주일간 안 와서 취소할려니 배송 메세지가 날라오고 박스를 개봉했더니 상품은 버릴려던 폐지들이랑 섞여온 듯하고 일주일 간 박스 강금에 먼지 섞인 샴푸들이 옹기종기 모여 있고 좀 그렇슴돠,1,n,99
성분이 아쉬워요페 녹시에탄올이제 그만 쓸 때도 되지 않았나요,1,n,34
뚜껑을 제대로 안 닫아서 배송해주셨네요 좀 새서 불쾌하네요,1,n,34
이게니까 덜 잠겨서 조금씩 샴푸가 샜네요 귀찮아서 닦아씁니다,1,n,40
포장을 엉망으로 해주셨어요 뚜껑이 반 정도 열려 있어서 다 흐리고 넘치고 세 개 중 두개 샴푸 뚜껑이 열려 있었어요,1,n,68
상품을 받지를 않았는데 무슨 배송 완료에 구매 확정이라니 전화도 안 되고 문의를 남겨도 답도 없고 이런 경우는 처음이네 요 배송 조회도 안 되고 어이없음,1,n,80
머리결이 부드럽고 세척력이 뛰어나네요,1,y,20
샴푸 하나 샜어요비추천합니다,1,n,14
제가 웬만해서는 리뷰 안 남기는 데 너무 어이가 없어서 남깁니다 금일 네이버 쇼핑에서 판매자에게서 산 상품이 쿠팡으로 도착했습니다쿠팡보다 판매자님이 판매하시고 있는 상품이 더 비싼 건감 안하고 샀는데 택배 비원까지 받아가셨으면서 본인은 무료 배송인 쿠팡으로 산후저에게 보내시다니 요박스라도 하나 사서 옮겨 담아주시지 쿠팡비닐봉지에 담겨서 쿠팡맨이 배송해주신 모습을 보니 기가찰 따름입니 다 이건 명백한 소비자 기만입니다,1,n,247
상품개를 시켰는데 배송비를 번 따로 받는 클라쓰 근데 배송은 같은 날 한 박스에 왔네요미리 말을 해주셨으면 안시켰을 텐데 이미 받은 거라 반품비 아까워서 어쩔 수 없네요,1,n,96
배송은 빠르고 샴푸는 원래 쓰던 건데 엄청 새서왔네요 뚜껑이 제대로 안 닫겨 있어요,1,n,47
어이가 없네 월일날 주문한 걸 월일에 배송하고 월일에 도 착왤케 배송이 느러터졌죠고작 샴푸 하나 배송하는 건데 머리 못 감아서 씻지도 말라는 건가,1,n,88
뚜껑이 고장 나 서 비닐도 안 싸져 있는 포장 때문에 박스에 샴푸가 쏟겨져 있었어요,1,n,43
이거 쓰고 모발 얇아지고 머리 더 빠지는 거 같아요 다른 샴푸로 바꾸려고요,1,n,38
사정상 반품이나 교환이 어려워 일단 그냥 씁니다만 다음부터 포장신경 써서 해주시기 바랍니다,1,n,53
매우 아쉽네요,1,n,16
인텐스리페어 주문했는데 다른 종류가 왔네요 반품 귀찮아서 그냥 씁니다,1,n,40
제품이 제대로 잠기지 않았는지 샴푸로 박스가 젖어서 왔음 박스 포장 시 잠시 시간을 내어 검수하고 발송했으면 좋겠음 제품 교환을 신청해야 하나 한참 고민했으나,1,n,89
제품 사용기한이 년윌일걸 보내주시네요 폐기 제품을 판매하는 사기를 치시다니화가 납니다,1,n,54
리뷰만 믿고으로 구입했는데 저한테는 안 맞는 제품인 것 같아 요구입 후 사용하던 제품을 다 사용하고 쓴다고 총 일 정도 사용했는데 가렵기도 너무 가려웠고 비듬기름까지 두 개는 개봉도 안 했는데 일이 지나 반품이 안 된다 하여 주변에 나누어 주어야겠어요,1,n,138
초아이사춘기 라비듬 갸지러 움 냄새 때문에 고민하다 평이 너무 좋아 통주 문했고 처음 쓴 날부터 간지러움이 더 심해지고 혹시나 해서 두 번 더 써봤는데 비듬도 더 생기고 간지러움이 더 심해서 자다가 긁느라 상처가 생겨 피딱지까지 생겼네요 일 안에 반품해야 한다고 하는데 일주일 지나서 반품도 안 되고 속상하네요,1,n,171
가격이 비싸지만 광고 보면 최고라니 구매했습니다 한 달 써본 결과 고딩 아들 간지러움 비듬도 그대로 나간 지러움 염색물 빠짐심함 남편간지러 움생 김저는 향이 이상해서 일주일 쓰고 중단 아들은 주정도 씀 없었던 우리 식구 모두 머리가 간질간 질목까지 간질간질이 가격에 내가 구매했다는 거에 후회가 밀려옵니다 지인에게 선물했는데 걱정되네요벌래 기어다니는 거 광고에 때려 넣고 그걸 없앤다는 광고에 사게 만드는,1,n,211
일단 효과가 없습니다 카페인 샴푸나 니조랄도 머리 감고 나면 이틀 뒤에 지루성 두피 염 증상이 다시 올라오는데 이건 아직 효과를 모르겠음 가려움 그대로 빨간 점 있는 거 그대로 지루성 두피염비듬 생기는 거 그대로 일단 한 달간 더 써봐야겠지요 한 달 뒤 리뷰 다시씀,1,n,153
배송이 한일주일 넘어 일정도 되었구요 거품은 좀 나는데 과연 효과가 있을지 조금의문이 들 정도이고 가성비는 잘 모르겠어요 일단 배송이 너무 느리고 고객 문의 대응이 기계적으로 갖다 붙이는 식으로 답변을 달아서 기분이 나쁘구요 과장 광고가 좀 많이 심한 거 같아요,1,n,163
이제 사용한 지주 정도 지났네요 제두피가 문제인 건지 이번 샴푸도 실패입니다 각질과 가려움증이 있는 두 핀데 샴푸 이것저것 써봐도 나아지질 않아서 광고보고 샀는데 오히려 심해졌어요 빨갛게 올라오고 각질 더 심해지고 혹시나 더 써보면 나아지겠지 해서 썼는데 이제 못 쓰겠어요에효,1,n,153
우선 포장이 엉망입니다 샴푸 하나가 다 터져서 절반은 새어서 왔어요 물론 곧바로 교환은 받았고요 그리고 과대광고 같아요 좋은 샴푸는 한 번만 써봐도 티가 나는데 이건 그냥 계속 써도 닝닝해요 머리 가려움증도 떡지는 현상도 전혀 호전되는 느낌이 없네요 그냥 평범한 샴푸네요 기능성 너무 기대하지 마시길 돈 아까워요,1,n,183
과대광고입니다여타 샴푸와 다름이 없고 가격만 비쌉니다 거품만 풍부하고 요비듬어쩌구 저쩌구 가려움 개선다 과장 광고입니다 개선되지 않았고요 제품이 비싼 이유는 이런 과장 광고에 드는 비용일거에 요광고해서 상품성 높이고 그 비용은 소비자에게 부담시키고 실구매 입장에서 이런 제품 구매하지 마시라고 사용 후기 남깁니다,1,n,188
별 광고보고 혹시나 하는 마음에 구매했는데 제가 전에 쓰던 샴푸가 좋은 거였네요 오전에 감고 저녁에 근질 근질 그 전엔 없던 비듬이 하루 만에 한번 쓰고 안 씁니다 전에 쓰던 샴푸가 워낙 좋은 거였어서 그럴 수 있으니 이건 저의 개인적 의견입니다,1,n,140
저만 그런가요 샴푸 냄새가 비려요 좋은 냄새는 아닙니다간지러움이나 트러블 탈모는 계속 진행 중이라 완화되었다고 말은 못하겠어요 사용 기간을 늘려야 하는 건지 아니면 다른 환경적인 원인 때문에 완화되질 않는 건지는 좀 더 지켜봐야 할 것 같아요,1,n,132
한 달 사용 리뷰입니다 너튜브 광고보고 알게 되었고 사용 후기도 좋기에 인생 샴푸가 되기를 믿고 개를 구매하였는데 요 머리카락이 빠지는 것은 여전하고 두피 간지러움 정수리 냄새 진짜 심해짐 없던 지루성 두피염까지 생겼습니다 저만 이런 건지 저에게는 지금까지 써본 샴푸 중에 최하위 순위인 제품이네요,1,n,179
리뷰와 광고를 보고 샀는데 세정력이 떨어져서 그런지 유분이 남아서 반나절 만에 기름지고 뾰루지가 자꼬 생기면서 가려움증 더 생김 한 달 쓰면 효과본다기에 참고 사용하다 일 만에 포기하고 원래 쓰던 샴푸로 돌아 감효과 본 리뷰들보고 아는 지인과 같이 샀는데 둘 다 증상이 저리 나타나니도대체 효과 본 사람들은 어떤 사람들인지 궁금 돈 매우 아까움,1,n,191
비금과 두피가 간지러워서 유트브 광고 보고 구매를 했더만 역시 리뷰들은 다 조작이네요 사용한지 한 달 되였지만 기존보다 비듬이 더 많아졌고 간지러운 현상도 똑같고 비싸게 큰 맘 먹고 구매했지만 실망입니다 헤어슐 더가 더 낮 넹 아직도 한 통 엄게 남았으니 반품하고 싶고 지금까지 투자한 시간이 아깝네요,1,n,159
왠만하면 제가 별개를 주는 경우가 거의 없는데 진짜 돈이 너무 아까워서 열받네요 머리를 감고 나면 산뜻한 게 아니고 더 기름진 듯한 느낌이에요 그리고 머리가 너무 간지러워서도저히 사용을 못하겠네요 그냥 버렸어요 광고를 너무 그럴듯하게 해서 진짜 기대하고 산 건데 그동안 속았던 샴푸들과 다를 게 없어요,1,n,163
한 달 후기입니다지성이고 예민한 두피를 가지고 있습니다 샴푸 바꾸고 이틀 정도 두피가 일어났는데 두피 벗겨짐 그 이후로는 일어나지 않습니다 하지만 두피 가려움증이 생겼습니다 세정력은 그냥 일반 샴푸와 비슷합니다 한 달 정도 쓰면 변화가 있겠지라고 생각했지만 여전히 가려움증이 느껴지고 저에게는 맞지 않네 요지인 주려고 합니다새 제품 안 뜯은 거반품이 되나요,1,n,212
리뷰봐 효과 보고 구매했는데 자세히 보니 효과 실험 대상이 명이네 요리뷰는 뭐 저는 지루성 두피염에 좋대서구매해서 사용했는데 하루만 안감아도 기름지고 더 간지럽고 머리카락도 더 잘 빠지고 있어요 왠만 하면 이런 리뷰안 쓰는 데 더 간지러운 게 더 써봐야 알까요 아직 사용 기간이 짧아서 그럴까요,1,n,162
웬만하면 이런 후기 안 올리는 데 이건 남겨야 할 듯해서 요워낙 건성 두피로 고생하는지라 웬만한 기능성 샴푸는 다 써본 사람이지만 이 샴푸는 전혀 가려움이나 각질 제거에 도움이 안 됩니다 세정력도 별로 고일단 건성 두피가 더 심해지는 느낌입니다 오히려 뒷머리 비듬이 더 생겼어요싸구려 제품을 단지 용기 디자인이 쁘게 해서 기능성으로 광고 잘해서 파는 느낌입니다 참고하세요,1,n,217
두피에 별다른 문제점은 없고 지성 두피인데 유튭에서 하도 광고 하길래 사봤는데 샴푸 후 두피가 너무 건조하고 가럽고 머리카락의 영양성분이 다 빠진 듯한 느낌 사용 중단 후 환불 요청 드렸는데 사용 후 환불 불가라고 답변하시 구 피해보상받을까 하다가 다시 한번 써보자는 마음에 일주일 후 다시 사용하고 다시 머리개 털됨 지금은 욕실 청소용으로 사용합니다 두피에 별 문제 없는 분들은 세정력이 너무 강해서 비추천향은 그럭저럭 자연향이라 괜찮구요,1,n,243
내가 악건성 두피라 머리를 감아도 너무 건조해 각질이 나오는데 이거 진짜 아무리 감아도 각질도 안 없어 짐나 같은 사람한테는 머릿결 거품이 딴 것보다 외관상 바로 보이는 각질비듬이나 없앨 생각하시길 가격만 비싸게 쳐받지 마시고 그 가격에 맡게 만드시길,1,n,144
넘어 머리 두피 각질이 많아져서 주문해서 한 달 정도 사용했는데 사용 후 각질이전에는 큼지막한 것들이 나왔다면 지금은 잘 잘하게 두피 전체에서 막 쏟아짐 결론은 더 심각해져서 관리가 더 안 되고 병원 가려 합니다 저만 그런 거겠죠,1,n,124
광고만큼이나 머리 비듬에 고생하고 있는데 거의 매일 개월을 사용했는데 다른 제품이랑 별반 차이가 없습니다 느낄 정도는 현재까지는 아님 개를 구매했기에 다 사용할 때까지 개월 더 사용해 볼 예정임하지만 광고처럼 효과 있다고 하면 평생 사용할 꺼임,1,n,146
